Anno,Ateneo,Classe,Corso,GruppoCodice,Sesso,Iscritti
2012/2013,Cagliari,L-7,Ingegneria per l'Ambiente e il Territorio,11,M,179
2012/2013,Cagliari,99999,Ingegneria per l'ambiente e il territorio,11,M,10
2012/2013,Cagliari,60/S,Laurea Specialistica in Relazioni Internazionali,5,F,9
2012/2013,Cagliari,5,Lettere,3,F,61
2012/2013,Cagliari,99999,Lettere,3,F,120
2012/2013,Cagliari,L-10,Lettere,3,F,406
2012/2013,Cagliari,5,Lettere,3,M,12
2012/2013,Cagliari,99999,Lettere,3,M,37
2012/2013,Cagliari,L-10,Lettere,3,M,183
2012/2013,Cagliari,LM-38,Lingue Moderne per la Comunicazione e la Cooperazione Internazionale,4,F,62
2012/2013,Cagliari,LM-38,Lingue Moderne per la Comunicazione e la Cooperazione Internazionale,4,M,9
2012/2013,Cagliari,14,Lingue e Comunicazione,5,F,126
2012/2013,Cagliari,L-20,Lingue e Comunicazione,5,F,420
2012/2013,Cagliari,14,Lingue e Comunicazione,5,M,35
2012/2013,Cagliari,L-20,Lingue e Comunicazione,5,M,185
2012/2013,Cagliari,L-11,Lingue e Culture Europee e Extraeuropee,4,F,147
2012/2013,Cagliari,L-11,Lingue e Culture Europee e Extraeuropee,4,M,37
2012/2013,Cagliari,11,Lingue e Culture Europee ed Extraeuropee,4,F,41
2012/2013,Cagliari,L-11,Lingue e Culture per la Mediazione Linguistica,4,F,110
2012/2013,Cagliari,L-12,Lingue e Culture per la Mediazione Linguistica,4,F,247
2012/2013,Cagliari,L-11,Lingue e Culture per la Mediazione Linguistica,4,M,23
2012/2013,Cagliari,L-12,Lingue e Culture per la Mediazione Linguistica,4,M,62
2012/2013,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,4,F,57
2012/2013,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,4,M,18
2012/2013,Cagliari,13/S,Lingue e Linguaggi per la Comunicazione Multimediale e il Giornalismo,5,F,17
2012/2013,Cagliari,99999,Lingue e letterature straniere,4,F,46
2012/2013,Cagliari,3,Lingue per la Mediazione Linguistica,4,F,29
2012/2013,Cagliari,L-12,Lingue per la Mediazione Linguistica,4,F,209
2012/2013,Cagliari,3,Lingue per la Mediazione Linguistica,4,M,11
2012/2013,Cagliari,L-12,Lingue per la Mediazione Linguistica,4,M,53
2012/2013,Cagliari,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),14,F,17
2012/2013,Cagliari,SNT2,Logopedia (Abilitante alla Professione di Logopedista),14,F,10
2012/2013,Cagliari,99999,Matematica,9,F,9
2012/2013,Cagliari,LM-40,Matematica,9,F,23
2012/2013,Cagliari,32,Matematica,9,F,25
2012/2013,Cagliari,L-35,Matematica,9,F,56
2012/2013,Cagliari,LM-40,Matematica,9,M,9
2012/2013,Cagliari,32,Matematica,9,M,14
2012/2013,Cagliari,L-35,Matematica,9,M,57
2012/2013,Cagliari,46/S,Medicina e Chirurgia,14,F,361
2012/2013,Cagliari,LM-41,Medicina e Chirurgia,14,F,402
2012/2013,Cagliari,46/S,Medicina e Chirurgia,14,M,239
2012/2013,Cagliari,LM-41,Medicina e Chirurgia,14,M,367
2012/2013,Cagliari,99999,Medicina e chirurgia,14,F,129
2012/2013,Cagliari,99999,Medicina e chirurgia,14,M,64
2012/2013,Cagliari,LM-6,Neuropsicobiologia,9,F,13
2012/2013,Cagliari,52/S,Odontoiatria e Protesi Dentaria,14,F,11
2012/2013,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,14,F,31
2012/2013,Cagliari,52/S,Odontoiatria e Protesi Dentaria,14,M,20
2012/2013,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,14,M,35
2012/2013,Cagliari,99999,Odontoiatria e protesi dentaria,14,M,9
2012/2013,Cagliari,39,Operatore Culturale per il Turismo,7,F,57
2012/2013,Cagliari,39,Operatore Culturale per il Turismo,7,M,12
2012/2013,Cagliari,SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),14,F,18
2012/2013,Cagliari,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),14,F,40
2012/2013,Cagliari,99999,Pedagogia,1,F,20
2012/2013,Cagliari,LM-85,Pedagogia,1,F,32
2012/2013,Cagliari,LM-62,"Politiche, Societa e Territorio",5,F,22
2012/2013,Cagliari,LM-62,"Politiche, Societa e Territorio",5,M,15
2012/2013,Cagliari,56/S,Programmazione e Gestione dei Servizi Educativi e Formativi,1,F,8
2012/2013,Cagliari,57/S,Programmazione e Gestione delle Politiche e Servizi Sociali.,14,F,9
2012/2013,Cagliari,LM-87,Programmazione e Gestione delle Politiche e dei Servizi Sociali,14,F,23
2012/2013,Cagliari,58/S,Psicologia,6,F,31
2012/2013,Cagliari,99999,Psicologia,6,F,77
2012/2013,Cagliari,99999,Psicologia,6,M,13
2012/2013,Cagliari,LM-51,"Psicologia dei Processi Sociali, Organizzativi e del Lavoro",6,F,20
2012/2013,Cagliari,LM-51,Psicologia dello Sviluppo e Dinamico-Relazionale,6,F,48
2012/2013,Cagliari,LM-51,Psicologia dello Sviluppo e Dinamico-Relazionale,6,M,11
2012/2013,Cagliari,LM-51,Psicologia dello Sviluppo e dei Processi Socio-Lavorativi,6,F,251
2012/2013,Cagliari,LM-51,Psicologia dello Sviluppo e dei Processi Socio-Lavorativi,6,M,32
2012/2013,Cagliari,L-27,Scienza dei Materiali,9,F,11
2012/2013,Cagliari,L-27,Scienza dei Materiali,9,M,15
2012/2013,Cagliari,LM-54,Scienze Chimiche,9,F,27
2012/2013,Cagliari,LM-54,Scienze Chimiche,9,M,22
2012/2013,Cagliari,LM-56,Scienze Economiche,7,F,39
2012/2013,Cagliari,LM-56,Scienze Economiche,7,M,28
2012/2013,Cagliari,LM-78,Scienze Filosofiche e Storico-Filosofiche,3,F,37
2012/2013,Cagliari,LM-78,Scienze Filosofiche e Storico-Filosofiche,3,M,16
2012/2013,Cagliari,L-34,Scienze Geologiche,9,F,40
2012/2013,Cagliari,L-34,Scienze Geologiche,9,M,65
2012/2013,Cagliari,31,Scienze Giuridiche,8,F,51
2012/2013,Cagliari,31,Scienze Giuridiche,8,M,25
2012/2013,Cagliari,LM/SNT1,Scienze Infermieristiche e Ostetriche,14,F,49
2012/2013,Cagliari,LM/SNT1,Scienze Infermieristiche e Ostetriche,14,M,8
2012/2013,Cagliari,33,Scienze Motorie,15,F,34
2012/2013,Cagliari,33,Scienze Motorie,15,M,51
2012/2013,Cagliari,27,Scienze Naturali,9,F,35
2012/2013,Cagliari,L-32,Scienze Naturali,9,F,81
2012/2013,Cagliari,27,Scienze Naturali,9,M,33
2012/2013,Cagliari,L-32,Scienze Naturali,9,M,60
2012/2013,Cagliari,LM-50,Scienze Pedagogiche e dei Servizi Educativi,1,F,53
2012/2013,Cagliari,LM-85,Scienze Pedagogiche e dei Servizi Educativi,1,F,82
2012/2013,Cagliari,LM-85,Scienze Pedagogiche e dei Servizi Educativi,1,M,8
2012/2013,Cagliari,15,Scienze Politiche,5,F,81
2012/2013,Cagliari,L-36,Scienze Politiche,5,F,546
2012/2013,Cagliari,15,Scienze Politiche,5,M,91
2012/2013,Cagliari,L-36,Scienze Politiche,5,M,444
2012/2013,Cagliari,35,Scienze Sociali per Lo Sviluppo,5,F,58
2012/2013,Cagliari,35,Scienze Sociali per Lo Sviluppo,5,M,17
2012/2013,Cagliari,99999,Scienze biologiche,9,F,29
2012/2013,Cagliari,99999,Scienze biologiche,9,M,6
2012/2013,Cagliari,LM-61,Scienze degli Alimenti e della Nutrizione,9,F,43
2012/2013,Cagliari,LM-61,Scienze degli Alimenti e della Nutrizione,9,M,10
2012/2013,Cagliari,L-14,Scienze dei Servizi Giuridici,8,F,348
2012/2013,Cagliari,L-14,Scienze dei Servizi Giuridici,8,M,163
2012/2013,Cagliari,L-15,Scienze del Turismo,7,F,34
2012/2013,Cagliari,L-15,Scienze del Turismo,7,M,15
2012/2013,Cagliari,LM-63,Scienze dell'Amministrazione,5,F,139
2012/2013,Cagliari,LM-63,Scienze dell'Amministrazione,5,M,63
2012/2013,Cagliari,L-17,Scienze dell'Architettura,11,F,293
2012/2013,Cagliari,L-17,Scienze dell'Architettura,11,M,245
2012/2013,Cagliari,18,Scienze dell'Educazione e della Formazione,1,F,201
2012/2013,Cagliari,L-19,Scienze dell'Educazione e della Formazione,1,F,603
2012/2013,Cagliari,18,Scienze dell'Educazione e della Formazione,1,M,9
2012/2013,Cagliari,L-19,Scienze dell'Educazione e della Formazione,1,M,63
2012/2013,Cagliari,99999,Scienze dell'educazione,1,F,47
2012/2013,Cagliari,99999,Scienze dell'educazione,1,M,9
2012/2013,Cagliari,L-20,Scienze della Comunicazione,5,F,193
2012/2013,Cagliari,L-20,Scienze della Comunicazione,5,M,127
2012/2013,Cagliari,LM-85 bis,Scienze della Formazione Primaria,1,F,116
2012/2013,Cagliari,18-bis,Scienze della Formazione Primaria,1,F,351
2012/2013,Cagliari,LM-85 bis,Scienze della Formazione Primaria,1,M,12
2012/2013,Cagliari,18-bis,Scienze della Formazione Primaria,1,M,20
2012/2013,Cagliari,LM-60,Scienze della Natura,9,F,20
2012/2013,Cagliari,LM-60,Scienze della Natura,9,M,12
2012/2013,Cagliari,16,Scienze della Terra,9,F,8
2012/2013,Cagliari,16,Scienze della Terra,9,M,19
2012/2013,Cagliari,L-22,Scienze delle Attivita Motorie e Sportive,15,F,104
2012/2013,Cagliari,L-22,Scienze delle Attivita Motorie e Sportive,15,M,133
2012/2013,Cagliari,LM-67,Scienze e Tecnica dell?Attivita Motoria Preventiva e Adattata,14,F,32
2012/2013,Cagliari,LM-67,Scienze e Tecnica dell?Attivita Motoria Preventiva e Adattata,14,M,36
2012/2013,Cagliari,L-24,Scienze e Tecniche Psicologiche,6,F,755
2012/2013,Cagliari,L-24,Scienze e Tecniche Psicologiche,6,M,176
2012/2013,Cagliari,34,Scienze e Tecniche Psicologiche Applicate al Lavoro alle Organizzazzioni e al Turismo,6,F,34
2012/2013,Cagliari,34,Scienze e Tecniche Psicologiche Applicate al Lavoro e alla Comunicazione Multimediale,6,F,7
2012/2013,Cagliari,34,Scienze e Tecniche Psicologiche Applicate all'Apprendimento alla Comunicazione ed alla Salute Psicosociale,6,F,15
2012/2013,Cagliari,34,Scienze e Tecniche Psicologiche Applicate all'Apprendimento e alla Salute Psicosociale,6,F,89
2012/2013,Cagliari,34,Scienze e Tecniche Psicologiche Applicate all'Apprendimento e alla Salute Psicosociale,6,M,10
2012/2013,Cagliari,76/S,Scienze e Tecniche delle Attivita Motorie Preventive e Adattate,14,F,10
2012/2013,Cagliari,L-29,Scienze e Tecnologie Erboristiche,9,F,8
2012/2013,Cagliari,24,Scienze e Tecnologie Erboristiche,9,F,23
2012/2013,Cagliari,LM-74,Scienze e Tecnologie Geologiche,9,F,24
2012/2013,Cagliari,LM-74,Scienze e Tecnologie Geologiche,9,M,20
2012/2013,Cagliari,99999,Scienze geologiche,9,F,6
2012/2013,Cagliari,99999,Scienze geologiche,9,M,6
2012/2013,Cagliari,99999,Scienze naturali,9,F,13
2012/2013,Cagliari,99999,Scienze naturali,9,M,6
2012/2013,Cagliari,99999,Scienze politiche,5,F,45
2012/2013,Cagliari,99999,Scienze politiche,5,M,31
2012/2013,Cagliari,2,Servizi Giuridici,8,F,35
2012/2013,Cagliari,2,Servizi Giuridici,8,M,20
2012/2013,Cagliari,6,Servizio Sociale,14,F,8
2012/2013,Cagliari,6,Servizio Sociale,14,F,20
2012/2013,Cagliari,L-39,Servizio Sociale,14,F,36
2012/2013,Cagliari,95/S,Storia dell'Arte,2,F,13
2012/2013,Cagliari,5,Storia e Informazione,3,F,23
2012/2013,Cagliari,5,Storia e Informazione,3,M,16
2012/2013,Cagliari,LM-84,Storia e Societa,3,F,52
2012/2013,Cagliari,LM-84,Storia e Societa,3,M,43
2012/2013,Cagliari,SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),14,F,14
2012/2013,Cagliari,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),14,F,16
2012/2013,Cagliari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,F,6
2012/2013,Cagliari,SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,9
2012/2013,Cagliari,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,10
2012/2013,Cagliari,SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,F,12
2012/2013,Cagliari,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,F,22
2012/2013,Cagliari,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,M,6
2012/2013,Cagliari,SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,M,8
2012/2013,Cagliari,SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,F,15
2012/2013,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,15
2012/2013,Cagliari,SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,22
2012/2013,Cagliari,23/S,Tecnologie Informatiche,10,M,11
2012/2013,Cagliari,41,Tecnologie per la Conservazione e il Restauro dei Beni Culturali,9,F,21
2012/2013,Cagliari,41,Tecnologie per la Conservazione e il Restauro dei Beni Culturali,9,M,7
2012/2013,Cagliari,L-29,Tossicologia,9,F,122
2012/2013,Cagliari,L-29,Tossicologia,9,M,52
2012/2013,Cagliari,24,"Tossicologia dell'Ambiente, del Farmaco e degli Alimenti",9,F,23
2012/2013,Cagliari,24,"Tossicologia dell'Ambiente, del Farmaco e degli Alimenti",9,M,10
2012/2013,Cagliari,104/S,Traduzione Letteraria,4,F,7
2012/2013,Cagliari,LM-94,Traduzione Specialistica dei Testi,4,F,51
2012/2013,Cagliari,LM-94,Traduzione Specialistica dei Testi,4,M,6
2012/2013,Calabria,LM-2,Archeologia,3,F,40
2012/2013,Calabria,LM-2,Archeologia,3,M,15
2012/2013,Calabria,LM-60,Biodiversita e Sistemi Naturali,9,F,24
2012/2013,Calabria,LM-60,Biodiversita e Sistemi Naturali,9,M,22
2012/2013,Calabria,LM-6,Biologia,9,F,148
2012/2013,Calabria,L-13,Biologia,9,F,286
2012/2013,Calabria,LM-6,Biologia,9,M,15
2012/2013,Calabria,L-13,Biologia,9,M,68
2012/2013,Calabria,LM-54,Chimica,9,F,26
2012/2013,Calabria,21,Chimica,9,F,51
2012/2013,Calabria,L-27,Chimica,9,F,74
2012/2013,Calabria,LM-54,Chimica,9,M,11
2012/2013,Calabria,21,Chimica,9,M,34
2012/2013,Calabria,L-27,Chimica,9,M,50
2012/2013,Calabria,LM-13,Chimica e Tecnologia Farmaceutiche,14,F,206
2012/2013,Calabria,14/S,Chimica e Tecnologia Farmaceutiche,14,F,351
2012/2013,Calabria,LM-13,Chimica e Tecnologia Farmaceutiche,14,M,51
2012/2013,Calabria,14/S,Chimica e Tecnologia Farmaceutiche,14,M,98
2012/2013,Calabria,14/S,Chimica e Tecnologia Farmaceutiche (Curriculum Innovazione del Farmaco),14,F,34
2012/2013,Calabria,14/S,Chimica e Tecnologia Farmaceutiche (Curriculum Innovazione del Farmaco),14,M,15
2012/2013,Calabria,99999,Chimica e tecnologia farmaceutiche,14,F,20
2012/2013,Calabria,99999,Chimica e tecnologia farmaceutiche,14,M,7
2012/2013,Calabria,L-3,Comunicazione e Dams,2,F,129
2012/2013,Calabria,L-20,Comunicazione e Dams,5,F,249
2012/2013,Calabria,L-3,Comunicazione e Dams,2,M,93
2012/2013,Calabria,L-20,Comunicazione e Dams,5,M,121
2012/2013,Calabria,13,Conservazione dei Beni Culturali,2,F,16
2012/2013,Calabria,13,Conservazione dei Beni Culturali,2,M,7
2012/2013,Calabria,99999,Conservazione dei beni culturali,2,F,20
2012/2013,Calabria,99999,Conservazione dei beni culturali,2,M,6
2012/2013,Calabria,31,Diritto ed Economia,8,F,40
2012/2013,Calabria,31,Diritto ed Economia,8,M,24
2012/2013,Calabria,23,"Disciplina delle Arti, della Musica e dello Spettacolo",2,F,16
2012/2013,Calabria,23,"Disciplina delle Arti, della Musica e dello Spettacolo",2,M,8
2012/2013,Calabria,35,Discipline Economiche e Sociali,5,F,41
2012/2013,Calabria,35,Discipline Economiche e Sociali,5,M,35
2012/2013,Calabria,L-37,Discipline Economiche e Sociali per Lo Sviluppo,5,F,130
2012/2013,Calabria,L-37,Discipline Economiche e Sociali per Lo Sviluppo,5,M,158
2012/2013,Calabria,LM-81,Discipline Economiche e Sociali per Lo Sviluppo e la Cooperazione,5,F,36
2012/2013,Calabria,88/S,Discipline Economiche e Sociali per Lo Sviluppo e la Cooperazione,5,M,6
2012/2013,Calabria,LM-81,Discipline Economiche e Sociali per Lo Sviluppo e la Cooperazione,5,M,24
2012/2013,Calabria,99999,"Discipline dell'arte, della musica e dello spettacolo",2,F,17
2012/2013,Calabria,99999,"Discipline dell'arte, della musica e dello spettacolo",2,M,15
2012/2013,Calabria,23,"Discipline delle Arti, della Musica e dello Spettacolo",2,F,23
2012/2013,Calabria,23,"Discipline delle Arti, della Musica e dello Spettacolo",2,M,21
2012/2013,Calabria,99999,Discipline economiche e sociali,7,F,31
2012/2013,Calabria,99999,Discipline economiche e sociali,7,M,16
2012/2013,Calabria,17,Economia,7,F,191
2012/2013,Calabria,L-33,Economia,7,F,333
2012/2013,Calabria,17,Economia,7,M,170
2012/2013,Calabria,L-33,Economia,7,M,398
2012/2013,Calabria,64/S,Economia Applicata,7,F,6
2012/2013,Calabria,LM-56,Economia Applicata,7,F,59
2012/2013,Calabria,LM-56,Economia Applicata,7,M,56
2012/2013,Calabria,84/S,Economia Aziendale,7,F,31
2012/2013,Calabria,LM-77,Economia Aziendale,7,F,280
2012/2013,Calabria,17,Economia Aziendale,7,F,549
2012/2013,Calabria,L-18,Economia Aziendale,7,F,801
2012/2013,Calabria,84/S,Economia Aziendale,7,M,23
2012/2013,Calabria,LM-77,Economia Aziendale,7,M,202
2012/2013,Calabria,17,Economia Aziendale,7,M,399
2012/2013,Calabria,L-18,Economia Aziendale,7,M,717
2012/2013,Calabria,99999,Economia aziendale,7,F,90
2012/2013,Calabria,99999,Economia aziendale,7,M,37
2012/2013,Calabria,99999,Economia e amministrazione delle imprese,7,F,18
2012/2013,Calabria,99999,Economia e amministrazione delle imprese,7,M,17
2012/2013,Calabria,99999,Economia e commercio,7,F,26
2012/2013,Calabria,99999,Economia e commercio,7,M,23
2012/2013,Calabria,87/S,Educazione Ai Media (Media Education),1,F,8
2012/2013,Calabria,99999,Farmacia,14,F,34
2012/2013,Calabria,LM-13,Farmacia,14,F,247
2012/2013,Calabria,14/S,Farmacia,14,F,561
2012/2013,Calabria,99999,Farmacia,14,M,14
2012/2013,Calabria,LM-13,Farmacia,14,M,71
2012/2013,Calabria,14/S,Farmacia,14,M,222
2012/2013,Calabria,14/S,Farmacia (Curriculum Biopatologico),14,F,16
2012/2013,Calabria,14/S,Farmacia (Curriculum Biopatologico),14,M,6
2012/2013,Calabria,LM-14,Filologia Moderna,3,F,138
2012/2013,Calabria,LM-14,Filologia Moderna,3,M,19
2012/2013,Calabria,99999,Filosofia,3,F,17
2012/2013,Calabria,29,Filosofia e Scienze Umane,3,F,33
2012/2013,Calabria,29,Filosofia e Scienze Umane,3,M,18
2012/2013,Calabria,L-42,Filosofia e Storia,3,F,85
2012/2013,Calabria,L-5,Filosofia e Storia,3,F,130
2012/2013,Calabria,L-5,Filosofia e Storia,3,M,85
2012/2013,Calabria,L-42,Filosofia e Storia,3,M,94
2012/2013,Calabria,14,Filosofie e Scienze della Comunicazione e della Conoscenza,5,F,75
2012/2013,Calabria,14,Filosofie e Scienze della Comunicazione e della Conoscenza,5,M,36
2012/2013,Calabria,25,Fisica,9,F,11
2012/2013,Calabria,LM-17,Fisica,9,F,20
2012/2013,Calabria,L-30,Fisica,9,F,51
2012/2013,Calabria,25,Fisica,9,M,18
2012/2013,Calabria,LM-17,Fisica,9,M,32
2012/2013,Calabria,L-30,Fisica,9,M,76
2012/2013,Calabria,LMG/01,Giurisprudenza,8,F,1358
2012/2013,Calabria,LMG/01,Giurisprudenza,8,M,506
2012/2013,Calabria,LM-18,Informatica,10,F,11
2012/2013,Calabria,26,Informatica,10,F,29
2012/2013,Calabria,L-31,Informatica,10,F,37
2012/2013,Calabria,LM-18,Informatica,10,M,45
2012/2013,Calabria,26,Informatica,10,M,85
2012/2013,Calabria,L-31,Informatica,10,M,243
2012/2013,Calabria,L-29,Informazione Scientifica del Farmaco e dei Prodotti per la Salute,9,F,207
2012/2013,Calabria,L-29,Informazione Scientifica del Farmaco e dei Prodotti per la Salute,9,M,123
2012/2013,Calabria,24,Informazione Scientifica sul Farmaco,9,F,141
2012/2013,Calabria,24,Informazione Scientifica sul Farmaco,9,M,153
2012/2013,Calabria,27/S,Ingegneria Chimica,12,F,10
2012/2013,Calabria,10,Ingegneria Chimica,12,F,29
2012/2013,Calabria,LM-22,Ingegneria Chimica,12,F,39
2012/2013,Calabria,L-9,Ingegneria Chimica,12,F,83
2012/2013,Calabria,10,Ingegneria Chimica,12,M,22
2012/2013,Calabria,LM-22,Ingegneria Chimica,12,M,44
2012/2013,Calabria,L-9,Ingegneria Chimica,12,M,72
2012/2013,Calabria,28/S,Ingegneria Civile,11,F,11
2012/2013,Calabria,LM-23,Ingegneria Civile,11,F,100
2012/2013,Calabria,8,Ingegneria Civile,11,F,106
2012/2013,Calabria,L-7,Ingegneria Civile,11,F,212
2012/2013,Calabria,28/S,Ingegneria Civile,11,M,42
2012/2013,Calabria,LM-23,Ingegneria Civile,11,M,278
2012/2013,Calabria,8,Ingegneria Civile,11,M,284
2012/2013,Calabria,L-7,Ingegneria Civile,11,M,522
2012/2013,Calabria,4,Ingegneria Edile,11,F,10
2012/2013,Calabria,4/S,Ingegneria Edile,11,F,14
2012/2013,Calabria,4/S,Ingegneria Edile,11,M,16
2012/2013,Calabria,4,Ingegneria Edile,11,M,17
2012/2013,Calabria,LM-04cu,Ingegneria Edile-Architettura,11,F,127
2012/2013,Calabria,4/S,Ingegneria Edile-Architettura,11,F,308
2012/2013,Calabria,LM-04cu,Ingegneria Edile-Architettura,11,M,115
2012/2013,Calabria,4/S,Ingegneria Edile-Architettura,11,M,197
2012/2013,Calabria,LM-29,Ingegneria Elettronica,12,F,8
2012/2013,Calabria,L-8,Ingegneria Elettronica,12,F,16
2012/2013,Calabria,32/S,Ingegneria Elettronica,12,M,22
2012/2013,Calabria,LM-29,Ingegneria Elettronica,12,M,59
2012/2013,Calabria,9,Ingegneria Elettronica,12,M,70
2012/2013,Calabria,L-8,Ingegneria Elettronica,12,M,182
2012/2013,Calabria,LM-30,Ingegneria Energetica,12,F,23
2012/2013,Calabria,33/S,Ingegneria Energetica,12,M,15
2012/2013,Calabria,LM-30,Ingegneria Energetica,12,M,71
2012/2013,Calabria,34/S,Ingegneria Gestionale,12,F,22
2012/2013,Calabria,L-9,Ingegneria Gestionale,12,F,54
2012/2013,Calabria,9,Ingegneria Gestionale,12,F,62
2012/2013,Calabria,LM-31,Ingegneria Gestionale,12,F,117
2012/2013,Calabria,L-8,Ingegneria Gestionale,12,F,156
2012/2013,Calabria,L-8,Ingegneria Gestionale,12,M,6
2012/2013,Calabria,9,Ingegneria Gestionale,12,M,18
2012/2013,Calabria,34/S,Ingegneria Gestionale,12,M,29
2012/2013,Calabria,L-9,Ingegneria Gestionale,12,M,69
2012/2013,Calabria,LM-31,Ingegneria Gestionale,12,M,86
2012/2013,Calabria,9,Ingegneria Gestionale,12,M,101
2012/2013,Calabria,L-8,Ingegneria Gestionale,12,M,220
2012/2013,Calabria,35/S,Ingegneria Informatica,12,F,7
2012/2013,Calabria,LM-32,Ingegneria Informatica,12,F,18
2012/2013,Calabria,9,Ingegneria Informatica,12,F,42
2012/2013,Calabria,L-8,Ingegneria Informatica,12,F,70
2012/2013,Calabria,35/S,Ingegneria Informatica,12,M,37
2012/2013,Calabria,LM-32,Ingegneria Informatica,12,M,105
